# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=688345515
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-27.8432,0.00192199,1.41982,1,1,0,30.987,-0.00782914
-27.8522,0.999548,0.391381,1,1,0,27.8832,-0.00952534
-27.2636,1,0.546645,2,3,0,27.8019,0.15024
-27.4502,0.978982,0.762381,2,7,0,27.4838,0.426248
-27.178,0.860967,1.0257,2,3,0,28.0437,0.302515
-27.1989,0.991047,1.13997,1,1,0,27.2077,0.320794
-27.6023,0.723192,1.55852,1,1,0,27.7203,0.465912
-27.1552,1,1.38808,1,1,0,27.3332,0.259916
-27.7143,0.505728,1.91983,1,1,0,27.9594,0.490926
-27.2004,1,1.21205,1,1,0,27.4836,0.321867
-27.2004,0.292552,1.67363,1,1,0,27.4645,0.321867
-27.4259,0.967238,0.758072,2,3,0,27.5213,0.419028
-27.2987,0.816706,0.993772,2,3,0,28.34,0.374336
-27.2444,1,1.02788,1,1,0,27.3042,0.349046
-27.2444,0.349678,1.41436,1,1,0,27.9763,0.349046
-27.2867,0.949398,0.707137,1,3,0,27.7307,0.139713
-27.3829,0.945042,0.898902,1,3,0,27.7032,0.405428
-27.5312,0.979643,1.13336,2,3,0,27.6078,0.0605234
-27.2271,1,1.50509,1,1,0,27.3037,0.339372
-27.2271,0.101164,2.05872,1,1,0,27.3474,0.339372
-27.1688,0.97117,0.70993,2,3,0,27.4988,0.291692
-27.9835,0.799087,0.929563,1,3,0,28.2088,-0.0333091
-27.2099,1,0.935199,1,3,0,27.7788,0.180325
-27.2099,0.28836,1.27624,2,3,0,30.5357,0.180325
-27.8827,0.819258,0.592185,1,3,0,29.5884,0.524176
-28.1608,0.91912,0.614907,2,5,0,29.0108,-0.0626218
-28.043,0.928125,0.741859,2,3,0,29.2317,-0.0434638
